Date,Open,High,Low,Close,Volume,Average Score,7 MA
13/06/2022,131.09,133.39,129.68,130.11,121222219,0.317,0.428
14/06/2022,131.35,132.1,129.72,130.98,83890976,0.551,0.446
15/06/2022,132.49,135.5,130.39,133.62,90901892,0.56,0.436
16/06/2022,130.31,130.62,127.31,128.32,107524908,0.471,0.441
17/06/2022,128.32,131.3,128.07,129.8,134520290,0.368,0.442
21/06/2022,131.63,135.22,131.53,134.05,80754096,0.588,0.576
22/06/2022,132.98,135.92,132.12,133.54,70722581,0.674,0.592
23/06/2022,134.99,136.73,133.81,136.42,70048235,0.499,0.596
24/06/2022,138.03,140.01,137.9,139.76,82839446,0.44,0.607
27/06/2022,140.78,141.57,139.08,139.76,63642792,0.56,0.522
28/06/2022,140.23,141.5,135.49,135.6,66752851,0.454,0.502
29/06/2022,135.62,138.79,134.84,137.37,66074990,0.407,0.464
30/06/2022,135.41,136.52,131.98,134.89,98625792,0.211,0.423
01/07/2022,170.11,171.34,168.28,169.4,85034450,0.652,0.568
02/07/2022,170.3,171.37,168.41,169.11,72835504,0.557,0.548
03/07/2022,160.94,162.57,156.68,156.94,95869645,0.126,0.24
04/07/2022,168.62,170.79,167.33,169.59,74944496,0.419,0.457
06/07/2022,142.41,147,142.17,146.72,67125547,0.43,0.419
07/07/2022,141.37,144.59,141.36,144.39,65730476,0.541,0.348
09/07/2022,152.96,154.79,151.76,154.09,87157032,0.524,0.444
10/07/2022,140.83,141.38,137.77,138.41,85464726,0.493,0.49
11/07/2022,135.69,137.7,134.26,137.48,83077678,0.117,0.252
12/07/2022,140.71,141.88,138.55,139.48,69501466,0.23,0.214
13/07/2022,141.08,144.49,140.22,143.54,70967304,0.528,0.332
14/07/2022,142.15,146.96,141.33,146.48,77644513,0.306,0.298
15/07/2022,147.77,148.84,146.22,148.16,76102959,0.367,0.315
18/07/2022,148.72,149.54,144.74,145.1,80974290,0.479,0.367
19/07/2022,145.94,149.2,144.94,148.98,82290549,0.318,0.354
20/07/2022,149.1,151.66,148.36,150.99,64605671,0.354,0.329
21/07/2022,152.43,153.49,149.91,153.27,64467893,0.424,0.346
22/07/2022,153.31,154.19,151.36,152.03,66408897,0.54,0.37
25/07/2022,151.95,152.96,150.24,150.9,53623945,0.347,0.41
26/07/2022,150.23,151.03,148.78,149.57,53964894,0.307,0.409
27/07/2022,150.54,155.22,150.12,154.69,78093938,0.295,0.4
28/07/2022,154.88,155.53,152.34,155.24,69665464,0.344,0.389
29/07/2022,159.08,161.44,157.36,160.33,100898879,0.54,0.389
02/08/2022,169.18,172.75,168.89,172.24,73442183,0.609,0.542
03/08/2022,156.46,160.46,153.49,155.1,129904038,0.322,0.288
04/08/2022,169.23,169.23,166.69,167.57,76189295,0.555,0.47
06/08/2022,146.59,147.86,145.49,145.98,53952730,0.624,0.431
07/08/2022,143.32,145.57,143.06,145.07,64301229,0.25,0.325
08/08/2022,164.37,165.79,162.23,162.89,60065759,0.341,0.402
09/08/2022,152.78,154.48,150.84,152.6,83842314,0.514,0.466
11/08/2022,138.95,139.96,136.06,138.05,89698636,0.399,0.262
12/08/2022,140.88,142.03,139.64,141.17,61907680,0.199,0.253
15/08/2022,169.46,171.31,169.29,171.11,53869717,0.523,0.4
16/08/2022,170.7,171.62,169.6,170.95,55468530,0.435,0.412
17/08/2022,170.69,174.03,170.5,172.45,78023216,0.223,0.365
18/08/2022,171.66,172.8,171.04,172.06,61591622,0.332,0.329
19/08/2022,170.95,171.65,169.25,169.46,69409796,0.657,0.373
22/08/2022,167.65,167.82,165.13,165.56,67755486,0.577,0.44
23/08/2022,165.07,166.68,164.65,165.22,53709564,0.382,0.432
24/08/2022,165.31,166.09,164.25,165.52,53841524,0.53,0.476
25/08/2022,166.75,168.1,166.33,167.99,50545678,0.43,0.49
26/08/2022,168.52,168.99,161.59,161.65,78321014,0.58,0.479
29/08/2022,159.21,160.94,157.9,159.44,72724452,0.458,0.43
30/08/2022,160.18,160.61,155.82,157,74687627,0.514,0.449
31/08/2022,158.38,158.65,155.25,155.33,86043717,0.365,0.426
02/09/2022,173.44,174.03,172.31,173.67,66537400,0.637,0.547
03/09/2022,159.08,160.99,157.05,160.53,90204656,0.389,0.306
05/09/2022,152.85,153.74,149.46,150.02,130291378,0.415,0.269
06/09/2022,145.11,145.97,140.62,140.73,68687994,0.436,0.446
08/09/2022,162.05,163.83,161.29,162.94,62421296,0.35,0.395
09/09/2022,153.6,155.92,152.89,155.48,67697911,0.447,0.452
11/09/2022,137.06,137.11,133.2,133.47,74589849,0.399,0.278
12/09/2022,140.86,144.06,139.44,140.68,75849520,0.282,0.24
13/09/2022,157.98,158.61,151.53,151.99,121848025,0.441,0.537
14/09/2022,152.92,155.21,151.76,153.44,87794885,0.522,0.537
15/09/2022,152.79,153.37,149.56,150.54,89846209,0.457,0.529
16/09/2022,149.39,149.53,146.59,148.89,162003604,0.296,0.507
19/09/2022,147.52,152.7,147.31,152.62,79599270,0.654,0.471
20/09/2022,151.56,156.18,151.24,155.01,107035944,0.489,0.478
21/09/2022,155.45,156.83,151.75,151.87,100244121,0.422,0.464
22/09/2022,150.55,152.61,149.1,150.9,86264792,0.566,0.479
23/09/2022,149.37,149.65,146.77,148.62,95673836,0.447,0.501
26/09/2022,147.86,151.92,147.84,148.96,92780453,0.578,0.523
27/09/2022,150.9,152.86,148.14,149.94,84079076,0.613,0.517
28/09/2022,145.87,148.83,143.1,148.04,145054435,0.392,0.503
29/09/2022,144.34,144.96,138.99,140.77,127300128,0.195,0.471
30/09/2022,139.58,141.38,136.34,136.54,123797858,0.313,0.434
01/10/2022,166.36,169.72,165.46,169.42,103822290,0.507,0.582
02/10/2022,171.56,172.88,169.01,169.57,88016443,0.725,0.609
03/10/2022,157.82,158.01,153.67,156.17,100465687,0.36,0.316
05/10/2022,153.44,154.64,150.88,152.44,114750399,0.246,0.247
06/10/2022,138.4,138.87,135.22,135.29,91161833,0.361,0.448
08/10/2022,165.66,167.3,164.89,167.21,69791404,0.55,0.403
10/10/2022,138.73,140.18,136.91,138.73,74588422,0.15,0.336
11/10/2022,139.77,145.35,138.05,145.35,117892008,0.483,0.298
13/10/2022,133.37,141.86,132.75,141.27,112874934,0.506,0.351
14/10/2022,142.58,142.78,136.53,136.72,88420512,0.604,0.367
17/10/2022,139.37,141.18,138.58,140.7,84681653,0.575,0.51
18/10/2022,143.74,144.94,138.92,142.02,98702752,0.551,0.518
19/10/2022,139.99,143.21,139.8,142.13,61512437,0.662,0.526
20/10/2022,141.3,144.14,140.94,141.67,64328245,0.458,0.52
21/10/2022,141.15,146.07,140.93,145.5,85732265,0.409,0.492
24/10/2022,145.42,148.42,144.25,147.65,75569074,0.511,0.575
25/10/2022,148.29,150.66,147.56,150.51,73583421,0.429,0.558
26/10/2022,149.15,150.16,146.26,147.55,87769611,0.364,0.515
27/10/2022,146.29,147.25,142.4,143.06,108110875,0.546,0.528
28/10/2022,146.42,155.61,146.04,153.87,164336019,0.421,0.529
31/10/2022,151.31,152.39,150.09,151.5,97584663,0.359,0.397
01/11/2022,169.55,172.36,168.07,172.26,75937685,0.559,0.556
02/11/2022,169.77,170.51,165.55,166.14,93223832,0.669,0.622
03/11/2022,156.57,156.92,152.21,152.43,95715216,0.517,0.365
04/11/2022,166.21,166.52,163.05,163.29,71545073,0.443,0.407
05/11/2022,151.44,153.37,143.86,144.54,141297226,0.483,0.261
07/11/2022,143.72,144.68,141.85,142.93,60113259,0.202,0.306
08/11/2022,168.02,168.93,166.17,166.46,56208903,0.585,0.438
10/11/2022,138.22,139.65,136.56,137.31,76836862,0.498,0.343
11/11/2022,144.31,148.45,142.87,148.15,93685440,0.707,0.335
14/11/2022,147.42,148.72,145.9,146.74,72824354,0.285,0.405
15/11/2022,150.64,152,147.02,148.48,89631107,0.405,0.405
16/11/2022,147.58,148.31,145.76,147.25,64050900,0.624,0.438
17/11/2022,144.91,149.91,144.63,149.16,80327557,0.613,0.456
18/11/2022,150.72,151.12,148.41,149.72,74415018,0.465,0.422
21/11/2022,148.6,148.81,146.18,146.47,58502958,0.54,0.422
22/11/2022,146.59,148.86,145.4,148.62,51611367,0.696,0.464
23/11/2022,147.9,150.25,147.79,149.5,58301395,0.1,0.389
25/11/2022,146.77,147.34,145.59,146.57,35116054,0.386,0.281
28/11/2022,143.63,145.12,141.89,142.72,68887670,-0.021,0.294
29/11/2022,142.79,143.31,138.9,139.71,83497766,0.04,0.2
30/11/2022,139.93,147.18,139.09,146.49,109250699,0.081,0.197
01/12/2022,173.29,174.33,172.01,172.71,72793796,0.64,0.561
04/12/2022,165.53,167.35,164.17,165.17,78986591,0.446,0.397
05/12/2022,140.86,144.24,136.94,140.65,182304202,0.303,0.269
07/12/2022,143.81,146.46,143.11,143.91,77383561,0.413,0.317
08/12/2022,167.78,170.1,167.36,170.03,67540795,0.348,0.437
09/12/2022,157.67,162.29,157.39,161.47,103334620,0.685,0.53
10/12/2022,137.46,138.67,136.5,136.68,69832209,0.602,0.334
12/12/2022,141.22,143,139.6,142.99,70306106,0.274,0.24
13/12/2022,147.95,148.41,142.74,143.96,93767863,0.656,0.282
14/12/2022,143.84,145.13,139.7,141.72,81191994,0.409,0.307
15/12/2022,139.65,140.33,134.61,135.08,97256675,0.147,0.3
16/12/2022,135.27,136.22,132.34,133.11,160132358,0.608,0.346
19/12/2022,133.71,133.8,129.96,131,79290492,0.469,0.482
20/12/2022,130.03,131.87,128.54,130.93,77103331,0.398,0.445
21/12/2022,131.6,135.39,131.37,134.04,85794913,0.469,0.453
22/12/2022,132.96,133.16,128.95,130.86,77623814,0.379,0.486
23/12/2022,129.56,131.04,128.29,130.49,63814893,0.459,0.465
27/12/2022,130.02,130.05,127.38,128.68,68431479,0.255,0.353
28/12/2022,128.32,129.67,124.56,124.73,85107711,0.265,0.324
29/12/2022,126.66,129.13,126.4,128.27,75477458,0.394,0.326
30/12/2022,127.08,128.6,126.11,128.58,77034209,0.236,0.294
02/01/2023,142.48,145.09,139.85,143.92,76744722,0.512,0.445
03/01/2023,145.53,145.92,143.72,144.02,55210651,0.462,0.553
05/01/2023,167.78,168.94,167.14,168.09,49391604,0.333,0.616
06/01/2023,176.37,178.77,175.61,178.74,65407833,0.481,0.869
08/01/2023,194.76,195.26,193.82,194.14,34727848,0.74,0.652
09/01/2023,188.32,188.75,187.12,188.29,45766503,0.842,0.685
11/01/2023,169.95,173.16,169.07,172.9,56202662,0.558,0.493
12/01/2023,189.4,190.63,188.31,190.31,41341666,0.428,0.614
13/01/2023,130.66,133.52,130.29,133.36,57809719,0.379,0.476
17/01/2023,133.43,135.87,132.74,134.53,63413180,0.561,0.361
18/01/2023,135.4,137.17,133.63,133.81,68708475,0.244,0.341
19/01/2023,132.69,134.84,132.38,133.87,58069186,0.724,0.39
20/01/2023,133.88,136.59,132.83,136.44,79804704,0.343,0.384
23/01/2023,136.69,141.83,136.47,139.65,81560240,0.564,0.517
24/01/2023,138.85,141.67,138.84,141.05,63683440,0.631,0.527
25/01/2023,139.43,140.95,137.37,140.39,64686224,0.43,0.554
26/01/2023,141.68,142.75,140.43,142.47,53629541,0.519,0.524
27/01/2023,141.67,145.7,141.6,144.42,70387223,0.304,0.519
30/01/2023,143.45,144.04,141.37,141.52,62974413,0.351,0.481
31/01/2023,141.22,142.84,140.8,142.79,65560459,0.292,0.433
02/02/2023,147.35,149.61,146.63,149.25,102384003,0.334,0.418
