Date,Close/Last,Volume,Open,High,Low
18/01/2023,44.25,4291956,46.87,47.4399,44.23
17/01/2023,46.36,5712131,42.51,46.59,41.52
13/01/2023,43.93,2959872,42.5,44,42.19
12/01/2023,43.48,3732401,43.98,44.06,41.24
11/01/2023,43.53,3109747,42.25,43.7244,41.52
10/01/2023,41.8,3343337,40.155,41.85,39.47
09/01/2023,40.4,7439433,41.03,42.83,40.2
06/01/2023,39.9,5464145,39.51,40.18,37.56
05/01/2023,38.91,7318453,42.84,43.13,38.72
04/01/2023,43.05,3355305,43.65,44.04,42.23
03/01/2023,43.02,4582414,46.35,47.72,42.29
30/12/2022,45.21,2468115,44.27,45.36,43.88
29/12/2022,45.36,4238269,42.7,45.65,42.2
28/12/2022,42.22,2827799,42.13,43.14,41.62
27/12/2022,42.58,2783004,43.01,43.51,41.8
23/12/2022,43.78,2725726,44.6,45.17,42.91
22/12/2022,45.32,3997186,45.37,45.45,44.07
21/12/2022,46.51,3382023,46.86,48.18,45.23
20/12/2022,46.51,3657299,44.16,46.62,43.7
19/12/2022,45.07,5393444,47.34,47.34,44.55
16/12/2022,47.54,7769004,49.06,49.65,45.79
15/12/2022,49.06,3887257,50.8,52.2077,48.78
14/12/2022,52.32,4718146,51.7,53.85,51.18
13/12/2022,51.74,5739551,55.46,55.51,50.53
12/12/2022,50.92,3631304,48.61,51,47.86
09/12/2022,48.42,5612666,48.77,51.31,48.36
08/12/2022,49.2,8788443,44.62,49.825,43.51
07/12/2022,44.27,4924138,43.78,45.14,43.57
06/12/2022,43.6,6048734,43.54,44.16,41.32
05/12/2022,43.25,6589943,47.96,48.24,42.765
02/12/2022,48.37,3446084,48,49.78,46.83
01/12/2022,49.57,4615784,48.73,50.9725,48.73
30/11/2022,49.14,8316804,43.95,49.14,43.14
29/11/2022,44.61,2882506,46.01,46.47,44.54
28/11/2022,45.56,3131798,45.42,47.19,45.3349
25/11/2022,46.3,1400723,45.81,46.66,45.15
23/11/2022,46.79,4069410,45.28,46.98,44.125
22/11/2022,44.97,2751988,45.19,45.36,43.78
21/11/2022,45.32,4212816,46.06,46.9799,44.65
18/11/2022,47.01,6866266,50.44,50.485,46.305
17/11/2022,48.4,7433310,50.48,50.67,48.12
16/11/2022,52.68,4932476,54.9,55.84,52.49
15/11/2022,56.4,5487656,55,57.42,54.62
14/11/2022,52.21,5361832,52.76,53.99,51.09
11/11/2022,53.71,8909569,47.95,53.77,46.59
10/11/2022,47.27,11810580,41.52,47.36,41.52
09/11/2022,37.84,5756900,39.9,40.77,37.37
08/11/2022,40.36,7221728,39.5,41.11,37.9066
07/11/2022,39.02,9994687,41.46,41.79,38.28
04/11/2022,41.09,19628100,47,47.075,39.3788
03/11/2022,50.37,7530778,49.25,52.3699,48.9
02/11/2022,49.94,5486773,54.74,54.74,49.79
01/11/2022,55.58,4374973,58.8,60.09,55.55
31/10/2022,56.32,3518869,54.81,57.14,54.72
28/10/2022,55.35,4109777,54.28,55.5,51.895
27/10/2022,55.98,3414924,56.38,58.06,55.12
26/10/2022,55.58,4178799,54.46,58.795,53.86
25/10/2022,57.55,4313032,55.13,57.815,54.85
24/10/2022,53.92,2409958,54.32,54.66,52.3
21/10/2022,54.38,4317079,52.32,54.69,50.7
20/10/2022,53.63,3617131,51.61,55.5605,51.5298
19/10/2022,51.63,3789794,52.06,53.4,50.7
18/10/2022,53.09,4225445,54,54.8995,52.3
17/10/2022,51.72,8521983,48.77,52.88,48.24
14/10/2022,45.7,3986524,50.89,51.5,45.62
13/10/2022,49.88,5537701,47.6,51.11,46.3201
12/10/2022,51.46,4310310,49.78,51.56,48.11
11/10/2022,49.98,6149641,50.85,51.1,47.66
10/10/2022,51.39,4688326,55.14,55.37,50.37
07/10/2022,55.39,4032057,58.58,58.625,55.05
06/10/2022,61.02,2439323,60.77,62.95,60.3
05/10/2022,60.78,2621993,58.82,61.44,57.97
04/10/2022,60.52,4350334,58.41,60.67,58.18
03/10/2022,55.79,3521117,56,57.28,53.45
30/09/2022,55.31,3209412,54.49,57.9099,54.01
29/09/2022,54.85,3570668,55.77,56.48,53.38
28/09/2022,57.5,3520345,56.63,57.97,55.8
27/09/2022,56.48,5883452,55.3,57.92,55.3
26/09/2022,53.78,3401032,54.26,57.36,53.75
23/09/2022,54.43,5591045,56.1,57.44,53.09
22/09/2022,56.92,5037745,61.3,62.21,56.33
