Date,Close,Volume,Open,High,Low,Avg,7MA,Average Score,7 MA
10/02/2016,1.84,9466004,1.92,1.98,1.83,0.998,0.997,0.998,0.997
11/02/2016,1.86,7858282,1.82,1.94,1.81,0.96,0.993,0.96,0.993
17/02/2016,1.9,13765170,1.85,1.94,1.85,0.996,0.993,0.996,0.993
23/02/2016,1.97,6709579,2.04,2.06,1.97,0.999,0.993,0.999,0.993
01/03/2016,2.18,9009785,2.16,2.2,2.12,0.998,0.993,0.998,0.993
02/03/2016,2.32,10843670,2.2,2.33,2.18,0.998,0.993,0.998,0.993
07/03/2016,2.47,8794854,2.36,2.47,2.36,0.974,0.989,0.974,0.989
10/03/2016,2.26,9622544,2.29,2.31,2.15,0.999,0.989,0.999,0.989
14/03/2016,2.72,33838770,2.53,2.75,2.5,0.999,0.995,0.999,0.995
15/03/2016,2.49,21564540,2.67,2.69,2.45,0.998,0.995,0.998,0.995
23/03/2016,2.68,10161830,2.8,2.825,2.68,0.998,0.995,0.998,0.995
29/03/2016,2.86,13611540,2.74,2.88,2.7,0.999,0.995,0.999,0.995
31/03/2016,2.85,9068395,2.84,2.88,2.8,0.999,0.995,0.999,0.995
05/04/2016,2.76,9638433,2.76,2.84,2.72,0.993,0.998,0.993,0.998
07/04/2016,2.64,13403710,2.76,2.83,2.61,0.979,0.995,0.979,0.995
12/04/2016,2.81,16117070,2.79,2.85,2.76,0.98,0.992,0.98,0.992
14/04/2016,2.72,8979330,2.77,2.79,2.7,0.998,0.992,0.998,0.992
21/04/2016,2.62,13457330,2.65,2.7,2.6,0.999,0.992,0.999,0.992
29/04/2016,3.55,17712050,3.69,3.69,3.45,0.988,0.991,0.988,0.991
11/05/2016,3.65,7537126,3.61,3.68,3.6,0.963,0.986,0.963,0.986
12/05/2016,3.59,9236210,3.65,3.68,3.55,0.989,0.985,0.989,0.985
19/05/2016,3.77,17624020,3.83,3.85,3.69,0.974,0.984,0.974,0.984
25/05/2016,4.18,24718920,4.24,4.35,4.15,0.999,0.987,0.999,0.987
01/06/2016,4.43,29675440,4.6,4.64,4.38,0.996,0.987,0.996,0.987
13/06/2016,4.4,13535210,4.32,4.48,4.32,0.996,0.986,0.996,0.986
14/06/2016,4.39,16748840,4.4,4.51,4.33,0.995,0.987,0.995,0.987
21/06/2016,5.45,35828650,5.1,5.5,5.09,0.999,0.993,0.999,0.993
29/06/2016,5.13,33081670,5.31,5.4,5.1,0.99,0.993,0.99,0.993
07/07/2016,5.02,15772980,5.07,5.1,4.94,0.979,0.993,0.979,0.993
13/07/2016,5.09,13987340,5.14,5.19,5.04,0.992,0.992,0.992,0.992
21/07/2016,5.22,39520180,5.43,5.45,5.1,0.999,0.993,0.999,0.993
25/07/2016,6.7,118273300,5.93,6.95,5.92,0.993,0.992,0.993,0.992
26/07/2016,6.98,81172410,6.76,7.1599,6.71,0.997,0.993,0.997,0.993
04/08/2016,6.47,22400200,6.39,6.61,6.37,0.998,0.993,0.998,0.993
08/08/2016,6.68,21442770,6.7,6.85,6.65,0.999,0.994,0.999,0.994
12/08/2016,6.73,25464680,6.6,6.79,6.55,0.995,0.996,0.995,0.996
18/08/2016,7.04,30704860,6.74,7.07,6.725,0.993,0.996,0.993,0.996
29/08/2016,7.59,16909330,7.72,7.79,7.57,0.997,0.996,0.997,0.996
31/08/2016,7.4,18344870,7.52,7.52,7.28,0.993,0.996,0.993,0.996
06/09/2016,7.34,24803060,7.56,7.6,7.25,0.998,0.996,0.998,0.996
07/09/2016,6.84,57654100,7.05,7.07,6.78,0.98,0.993,0.98,0.993
09/09/2016,5.9,170721100,6.23,6.24,5.85,0.999,0.994,0.999,0.994
13/09/2016,5.74,50735660,5.92,5.95,5.66,0.996,0.994,0.996,0.994
23/09/2016,6.55,60987860,6.31,6.65,6.31,0.999,0.995,0.999,0.995
27/09/2016,6.54,30026660,6.45,6.58,6.29,0.998,0.995,0.998,0.995
03/10/2016,6.95,30439500,6.95,7.15,6.87,0.999,0.996,0.999,0.996
06/10/2016,6.96,27049420,6.72,6.98,6.63,0.979,0.995,0.979,0.995
07/10/2016,6.75,33050370,6.92,6.96,6.62,0.996,0.995,0.996,0.995
14/10/2016,6.75,66892790,6.92,7.12,6.74,0.994,0.994,0.994,0.994
20/10/2016,6.96,63892740,6.81,6.98,6.77,1,0.995,1,0.995
24/10/2016,7.005,52974070,6.57,7.01,6.54,0.999,0.995,0.999,0.995
25/10/2016,7.5,78807250,6.9,7.5,6.87,0.997,0.995,0.997,0.995
27/10/2016,7.11,37679300,7.44,7.46,7.1,0.997,0.995,0.997,0.995
07/11/2016,6.96,36971240,6.79,6.99,6.76,0.999,0.997,0.999,0.997
14/11/2016,6.79,29579310,6.83,6.84,6.61,0.999,0.998,0.999,0.998
15/11/2016,6.97,28829650,6.82,7.08,6.79,0.986,0.997,0.986,0.997
17/11/2016,8.46,124134000,7.79,8.77,7.77,0.965,0.992,0.965,0.992
30/11/2016,8.91,36459680,9.02,9.12,8.9,0.982,0.989,0.982,0.989
05/12/2016,8.68,31381360,8.69,8.71,8.45,0.998,0.989,0.998,0.989
08/12/2016,10.34,104504900,9.9,10.66,9.8,1,0.99,1,0.99
09/12/2016,10.34,60536690,10.38,10.54,9.87,0.999,0.99,0.999,0.99
12/12/2016,10.68,63255660,10.4,10.93,10.38,0.997,0.99,0.997,0.99
13/12/2016,10.54,46660430,10.75,10.8,10.4,0.995,0.991,0.995,0.991
03/01/2017,11.43,55114820,11.42,11.65,11.02,0.998,0.996,0.998,0.996
05/01/2017,11.24,38777380,11.43,11.69,11.23,0.998,0.998,0.998,0.998
12/01/2017,10.76,75178900,10.98,11.0376,10.33,0.976,0.995,0.976,0.995
31/01/2017,10.37,51993490,10.6,10.67,10.22,0.999,0.995,0.999,0.995
07/02/2017,13.29,158507200,14.05,14.27,13.06,0.999,0.995,0.999,0.995
21/02/2017,14,66250920,13.41,14.1,13.4,0.992,0.994,0.992,0.994
22/02/2017,14.28,71394390,14.3,14.5,14.04,0.995,0.994,0.995,0.994
02/03/2017,13.9,103970100,14.59,14.78,13.87,0.997,0.994,0.997,0.994
07/03/2017,13.05,76518390,13.07,13.37,12.79,0.988,0.992,0.988,0.992
08/03/2017,13.22,71231410,13.25,13.55,13.1,0.986,0.994,0.986,0.994
16/03/2017,13.65,44356700,13.79,13.88,13.65,0.995,0.993,0.995,0.993
30/03/2017,14.05,43964720,13.73,14.05,13.65,0.986,0.991,0.986,0.991
04/04/2017,14.16,58271440,14.31,14.67,14.03,0.952,0.986,0.952,0.986
10/04/2017,13.1,47083720,13.52,13.59,13.04,0.978,0.983,0.978,0.983
11/04/2017,13.1,59818640,13.02,13.29,12.71,0.997,0.983,0.997,0.983
18/04/2017,12.95,37128380,12.63,12.97,12.58,0.995,0.984,0.995,0.984
24/04/2017,13.13,36090980,13.23,13.23,13.045,0.998,0.986,0.998,0.986
01/05/2017,13.62,63863980,13.43,13.63,13.25,0.999,0.986,0.999,0.986
16/05/2017,12.75,160810600,11.66,12.77,11.63,0.992,0.987,0.992,0.987
17/05/2017,11.2,159885600,11.81,12.2855,11.16,0.999,0.994,0.999,0.994
18/05/2017,11.275,86807510,10.99,11.49,10.81,0.96,0.991,0.96,0.991
25/05/2017,10.98,33492590,11.01,11.01,10.8,0.974,0.988,0.974,0.988
31/05/2017,11.19,42903690,11.29,11.49,11.1,0.999,0.989,0.999,0.989
05/06/2017,11.24,66145900,10.84,11.34,10.8,0.997,0.989,0.997,0.989
15/06/2017,11.5,61368550,11.34,11.58,11.21,0.996,0.988,0.996,0.988
20/06/2017,12.64,117641600,12.19,12.93,12.18,0.999,0.989,0.999,0.989
27/06/2017,13.4,89113140,13.76,14.04,13.37,0.998,0.989,0.998,0.989
29/06/2017,12.6,87268080,13.06,13.15,12.45,0.996,0.994,0.996,0.994
03/07/2017,12.15,39929100,12.57,12.73,12.13,0.974,0.994,0.974,0.994
10/07/2017,13.81,78224060,13.61,13.88,13.27,0.974,0.991,0.974,0.991
11/07/2017,13.89,70990560,13.77,14.099,13.62,1,0.991,1,0.991
25/07/2017,14.11,92517550,14.29,14.32,13.87,0.999,0.991,0.999,0.991
27/07/2017,14.12,130072800,14.99,15.04,13.7,0.999,0.991,0.999,0.991
31/07/2017,13.61,68989860,14.09,14.22,13.47,0.998,0.991,0.998,0.991
03/08/2017,13.24,52390000,13.42,13.52,13.08,0.984,0.99,0.984,0.99
10/08/2017,12.12,82513300,12.7,12.92,12.11,0.998,0.993,0.998,0.993
14/08/2017,12.76,64296850,12.58,12.845,12.58,0.99,0.995,0.99,0.995
23/08/2017,12.48,44193270,12,12.535,11.95,0.996,0.995,0.996,0.995
28/08/2017,12.23,35326790,12.53,12.55,12.16,0.992,0.994,0.992,0.994
31/08/2017,13,51532900,12.82,13.16,12.79,0.999,0.994,0.999,0.994
03/10/2017,13.42,84929460,12.73,13.48,12.7,0.999,0.994,0.999,0.994
09/10/2017,13.47,53875890,13.26,13.83,13.26,0.974,0.993,0.974,0.993
24/10/2017,14.25,78891200,14.2,14.36,14.15,1,0.993,1,0.993
26/10/2017,12.005,87296580,12.45,12.46,12,0.999,0.994,0.999,0.994
01/11/2017,10.8,66738370,11.25,11.29,10.72,0.978,0.992,0.978,0.992
02/11/2017,10.85,47849240,10.87,10.99,10.66,0.968,0.988,0.968,0.988
06/11/2017,11.93,96003560,12.04,12.09,11.64,0.986,0.986,0.986,0.986
09/11/2017,11.12,76527680,11.25,11.35,11.03,0.998,0.986,0.998,0.986
13/11/2017,11.09,54003220,11.18,11.2,10.92,0.999,0.99,0.999,0.99
20/11/2017,11.34,35873840,11.47,11.505,11.19,0.995,0.989,0.995,0.989
05/12/2017,9.91,67167770,9.89,10.34,9.7,0.994,0.988,0.994,0.988
12/12/2017,9.9,36120990,10.13,10.14,9.88,1,0.991,1,0.991
13/12/2017,10.11,41379990,9.97,10.21,9.95,0.994,0.995,0.994,0.995
08/01/2018,12.28,63143340,12.01,12.3,11.85,0.997,0.997,0.997,0.997
09/01/2018,11.82,62426620,12,12.02,11.71,0.974,0.993,0.974,0.993
10/01/2018,11.96,52335790,11.63,12.15,11.56,0.988,0.992,0.988,0.992
16/01/2018,11.91,41879890,12.05,12.2,11.8,0.896,0.978,0.896,0.978
19/01/2018,12.59,46279510,12.56,12.88,12.54,0.948,0.971,0.948,0.971
23/01/2018,12.94,46348240,12.82,12.995,12.76,0.995,0.97,0.995,0.97
30/01/2018,12.87,87660690,13.12,13.27,12.69,0.999,0.971,0.999,0.971
31/01/2018,13.74,140571100,13.24,13.85,13.15,-0.272,0.79,-0.272,0.79
02/02/2018,12.45,79195600,13.05,13.06,12.43,-0.924,0.519,-0.924,0.519
06/02/2018,11.65,86285130,11.04,11.74,11,0.994,0.519,0.994,0.519
07/02/2018,11.6,55582730,11.7,11.9,11.53,-0.77,0.274,-0.77,0.274
08/02/2018,11.22,56168660,11.72,11.85,11.21,0.839,0.252,0.839,0.252
12/02/2018,11.68,62932090,11.47,11.8,11.43,0.994,0.251,0.994,0.251
20/02/2018,12.02,46848120,11.72,12.19,11.71,0.96,0.427,0.96,0.427
21/02/2018,11.72,40069650,12.12,12.12,11.72,1,0.702,1,0.702
23/02/2018,12.07,33161500,11.95,12.16,11.94,0.885,0.7,0.885,0.7
26/02/2018,12.42,42103360,12.14,12.43,12.05,-0.272,0.519,-0.272,0.519
27/02/2018,12.53,55817200,12.43,12.88,12.39,1,0.772,1,0.772
01/03/2018,11.9,62981050,12.26,12.27,11.66,0.035,0.657,0.035,0.657
05/03/2018,11.91,43673270,11.69,12.055,11.61,-0.709,0.414,-0.709,0.414
07/03/2018,12.24,127314100,11.58,12.82,11.55,0.967,0.415,0.967,0.415
08/03/2018,11.97,75963420,12.395,12.59,11.74,-0.831,0.154,-0.831,0.154
15/03/2018,11.46,63112840,11.43,11.55,11.19,0.997,0.336,0.997,0.336
21/03/2018,11.26,44650310,11.16,11.34,11.11,0.998,0.336,0.998,0.336
03/04/2018,9.55,54856380,9.63,9.77,9.3,0.998,0.474,0.998,0.474
13/04/2018,9.93,38889900,10.2,10.22,9.88,0.993,0.717,0.993,0.717
16/04/2018,10.09,28771670,10,10.17,9.9,0.982,0.979,0.982,0.979
19/04/2018,10.11,57742160,10.18,10.3284,9.99,0.992,0.993,0.992,0.993
23/04/2018,10.04,42906640,10.09,10.19,9.97,0.974,0.99,0.974,0.99
25/04/2018,9.71,85940620,10.06,10.09,9.56,0.999,0.99,0.999,0.99
30/04/2018,10.88,50529070,11.055,11.14,10.87,0.999,0.99,0.999,0.99
03/05/2018,10.93,33257430,10.902,11.06,10.83,0.952,0.984,0.952,0.984
10/05/2018,12.13,49269010,11.98,12.18,11.95,0.991,0.984,0.991,0.984
14/05/2018,12.23,50149830,12.14,12.36,12.11,0.999,0.987,0.999,0.987
31/05/2018,13.73,46699110,13.74,13.93,13.69,0.973,0.984,0.973,0.984
05/06/2018,14.85,56008480,14.85,14.9185,14.63,0.997,0.987,0.997,0.987
06/06/2018,15.67,96957660,15.07,15.74,15.04,0.997,0.987,0.997,0.987
11/06/2018,15.73,80610500,15.21,15.89,15.01,0.974,0.983,0.974,0.983
21/06/2018,15.65,95440270,16.65,16.87,15.46,0.997,0.99,0.997,0.99
25/06/2018,15.11,94289130,15.64,15.74,14.54,0.991,0.99,0.991,0.99
12/07/2018,16.56,44077820,16.41,16.79,16.38,0.997,0.989,0.997,0.989
16/07/2018,16.58,64916850,16.42,17,16.41,0.97,0.989,0.97,0.989
25/07/2018,16.05,80578490,16.3,16.39,15.72,0.999,0.989,0.999,0.989
06/08/2018,19.43,83336110,18.89,19.44,18.46,0.975,0.986,0.975,0.986
13/08/2018,19.73,81226280,19.16,19.93,19.12,0.993,0.989,0.993,0.989
24/08/2018,23.98,163473500,22.91,24,22.67,0.998,0.99,0.998,0.99
27/08/2018,25.26,323844500,24.94,27.3,24.6261,0.997,0.994,0.997,0.994
05/09/2018,28.51,256903900,29.41,29.94,26.84,0.963,0.989,0.963,0.989
06/09/2018,27.84,143349900,28.12,28.58,27.19,0.998,0.992,0.998,0.992
19/09/2018,31.21,123939700,31.52,31.83,30.51,0.999,0.992,0.999,0.992
03/10/2018,28.43,189940600,29.035,29.22,26.54,0.994,0.992,0.994,0.992
10/10/2018,25,146250000,27.38,27.4,24.91,0.97,0.988,0.97,0.988
23/10/2018,25.09,101347900,24.18,25.26,23.85,0.994,0.988,0.994,0.988
24/10/2018,22.79,125703600,25.04,25.1,22.75,1,0.988,1,0.988
29/10/2018,16.85,94204080,18.21,18.23,16.27,0.998,0.993,0.998,0.993
30/10/2018,17.2,98693880,16.38,17.24,16.17,0.997,0.993,0.997,0.993
02/11/2018,20.23,123512800,20.59,21.06,19.47,0.994,0.992,0.994,0.992
06/11/2018,20.68,144761700,19.5,21.65,19.48,0.992,0.992,0.992,0.992
08/11/2018,21.2,92265540,21.77,22.08,20.97,0.999,0.996,0.999,0.996
12/11/2018,19.03,95665980,20.68,20.85,18.8,0.996,0.997,0.996,0.997
13/11/2018,19.61,75852920,19.28,20.02,18.97,0.995,0.996,0.995,0.996
15/11/2018,21.49,96460050,20.72,21.77,20.42,0.999,0.996,0.999,0.996
19/11/2018,19.11,93169460,20.4,20.59,19.09,0.979,0.993,0.979,0.993
07/12/2018,19.46,105527100,21.3,21.3799,19.17,0.997,0.994,0.997,0.994
13/12/2018,19.86,87940320,20.63,20.865,19.76,0.999,0.995,0.999,0.995
20/12/2018,17.94,119056000,18.11,18.86,17.34,0.986,0.993,0.986,0.993
02/01/2019,18.83,86497360,18.01,19,17.98,0.96,0.988,0.96,0.988
09/01/2019,20.19,163680500,20.89,21.44,20.07,0.997,0.99,0.997,0.99
14/01/2019,20.23,71053050,19.96,20.62,19.75,0.998,0.99,0.998,0.99
16/01/2019,19.73,70533680,20.4,20.54,19.71,0.97,0.986,0.97,0.986
17/01/2019,20.25,84502560,19.49,20.51,19.02,0.993,0.986,0.993,0.986
25/01/2019,21.93,110161400,20.99,22.03,20.79,0.994,0.987,0.994,0.987
28/01/2019,20.18,134743600,20.315,21.01,20.02,0.557,0.93,0.557,0.93
29/01/2019,19.25,126418900,20.26,20.39,19.05,1,0.93,1,0.93
05/02/2019,23.31,121159200,23.42,23.86,22.98,0.967,0.926,0.967,0.926
06/02/2019,23.26,78457780,23.63,24.14,23.22,0.998,0.926,0.998,0.926
26/02/2019,24.21,44622530,24.65,24.72,24.15,0.999,0.93,0.999,0.93
01/03/2019,23.68,45049370,23.97,24.19,23.45,0.999,0.931,0.999,0.931
19/03/2019,26,154214600,23.6,26.08,23.59,0.998,0.931,0.998,0.931
26/03/2019,25.69,75291650,26.69,26.98,25.46,0.996,0.994,0.996,0.994
02/04/2019,26.75,52823610,26.51,26.8,26.09,0.995,0.993,0.995,0.993
08/04/2019,28.53,57868370,28.69,28.95,28.18,0.996,0.997,0.996,0.997
16/04/2019,27.93,47212740,27.72,28.18,27.49,0.984,0.995,0.984,0.995
29/04/2019,27.69,44265600,27.9,28.14,27.5,0.999,0.995,0.999,0.995
30/04/2019,27.63,68499770,27.59,27.8,26.94,0.999,0.995,0.999,0.995
07/05/2019,26.66,75868820,27.2,27.35,26.21,0.997,0.995,0.997,0.995
08/05/2019,27.09,65967540,26.41,27.71,26.27,0.961,0.99,0.961,0.99
13/05/2019,26.24,99017890,26.98,27.23,26.1,0.952,0.984,0.952,0.984
14/05/2019,27.32,82980400,26.53,27.48,26.15,0.982,0.982,0.982,0.982
22/05/2019,27.41,40035290,27.12,27.59,27.07,0.96,0.979,0.96,0.979
03/06/2019,27.58,147532200,28.75,29.62,27.29,0.982,0.976,0.982,0.976
10/06/2019,33.23,97668790,33.53,34.3,33.08,0.999,0.976,0.999,0.976
14/06/2019,30.36,70373020,30.7,30.96,30.02,0.9,0.967,0.9,0.967
16/07/2019,33.85,66912700,34.3,34.86,33.8,0.97,0.972,0.97,0.972
22/07/2019,32.85,37777310,32.8,33.31,32.735,0.992,0.977,0.992,0.977
30/07/2019,33.87,72198880,33.21,33.94,32.94,0.999,0.977,0.999,0.977
05/08/2019,27.99,74333240,28.26,28.49,27.65,0.991,0.979,0.991,0.979
07/08/2019,29.19,58577540,28.47,29.28,28.37,1,0.979,1,0.979
05/09/2019,31.5,57932080,31.79,32.05,31.12,0.956,0.987,0.956,0.987
18/09/2019,30.42,47277310,30.75,30.893,29.88,0.997,0.986,0.997,0.986
30/09/2019,28.99,40332050,28.89,29.05,28.36,0.998,0.99,0.998,0.99
02/10/2019,28.31,44048750,28.5,28.85,28.03,0.994,0.991,0.994,0.991
03/10/2019,28.68,56905410,28.28,28.778,27.43,1,0.991,1,0.991
07/10/2019,28.93,39745270,28.9,29.63,28.8431,0.996,0.992,0.996,0.992
15/10/2019,30.72,42142390,30.7,30.92,30.17,0.97,0.987,0.97,0.987
29/10/2019,33.03,78700080,33.73,33.9,32.7,0.999,0.993,0.999,0.993
01/11/2019,34.89,64238610,34.37,35,34.1,0.964,0.989,0.964,0.989
07/11/2019,36.28,54350180,36.52,36.99,36.03,0.992,0.988,0.992,0.988
13/11/2019,37.52,69178090,36.65,37.96,36.5779,0.99,0.987,0.99,0.987
18/11/2019,39.88,66332770,38.65,39.985,38.6,1,0.987,1,0.987
19/11/2019,41.29,94600240,40.14,41.79,39.685,0.998,0.988,0.998,0.988
03/12/2019,38.9,52991200,37.34,38.93,37.15,0.999,0.992,0.999,0.992
10/12/2019,39.44,33863030,39.2,39.73,38.82,0.996,0.991,0.996,0.991
12/12/2019,42.59,87398170,39.4,42.62,39.25,0.995,0.996,0.995,0.996
13/12/2019,41.15,79985410,42.35,42.95,41.06,0.995,0.996,0.995,0.996
16/12/2019,42.35,58890780,41.73,42.98,41.73,0.981,0.995,0.981,0.995
31/12/2019,45.86,31791200,45.07,46.09,44.9223,0.96,0.989,0.96,0.989
06/01/2020,48.39,48176290,48.02,48.86,47.86,0.998,0.989,0.998,0.989
13/01/2020,48.745,34474730,48.66,48.86,48.24,0.996,0.989,0.996,0.989
15/01/2020,48.545,40199940,48.23,49.08,48.12,0.97,0.985,0.97,0.985
16/01/2020,49.77,58898930,49.17,50.31,48.99,0.996,0.985,0.996,0.985
28/01/2020,50.53,62343840,50.03,50.85,49.48,0.999,0.986,0.999,0.986
04/02/2020,49.45,46302080,49.21,49.75,48.61,0.997,0.988,0.997,0.988
05/02/2020,49.84,42737100,50.29,50.42,49.31,0.952,0.987,0.952,0.987
10/02/2020,52.26,60971720,49.47,52.3,49.35,0.997,0.987,0.997,0.987
18/02/2020,56.89,70346390,54.94,58.13,54.84,0.997,0.987,0.997,0.987
25/02/2020,47.57,88699380,51.14,51.24,47.12,0.986,0.989,0.986,0.989
04/03/2020,50.11,93311780,48.25,50.14,47.2101,0.995,0.989,0.995,0.989
06/03/2020,48.59,124590900,49.44,49.54,46.74,0.998,0.989,0.998,0.989
25/03/2020,44.63,93760390,46.79,47.875,44.425,0.998,0.989,0.998,0.989
01/04/2020,43.66,92083080,44.18,46.85,43.16,0.996,0.995,0.996,0.995
14/04/2020,54.93,85306750,52.235,55.14,52.11,0.999,0.996,0.999,0.996
15/04/2020,54.99,83814030,53.73,55.5699,53.41,0.97,0.992,0.97,0.992
21/04/2020,52.92,123906400,56.9,57.73,51.41,0.975,0.99,0.975,0.99
28/04/2020,55.51,80501820,57.16,57.35,55.3,0.99,0.989,0.99,0.989
29/04/2020,53.66,110800900,54.53,54.86,52.74,0.996,0.989,0.996,0.989
30/04/2020,52.39,65543940,53.43,54.29,52.03,0.993,0.988,0.993,0.988
07/05/2020,51.95,48956640,52.93,52.9666,51.62,0.997,0.989,0.997,0.989
13/05/2020,52.18,76824710,54.04,55.22,51.295,0.997,0.988,0.997,0.988
18/05/2020,54.59,48679060,54.98,55.25,54.24,0.996,0.992,0.996,0.992
26/05/2020,53.19,51618870,56.01,56.08,53.02,0.952,0.989,0.952,0.989
28/05/2020,51.74,53754230,52.25,53.54,51.25,0.968,0.986,0.968,0.986
01/06/2020,53.63,36949860,53.31,54.11,52.89,0.997,0.986,0.997,0.986
04/06/2020,52.63,44869090,52.59,53.74,52.2,0.998,0.986,0.998,0.986
08/06/2020,52.97,39681750,53.3,53.35,52.26,0.994,0.986,0.994,0.986
15/06/2020,54.68,56740680,52.58,54.73,52.4128,0.996,0.986,0.996,0.986
16/06/2020,54.46,50949750,55.72,56.07,53.59,0.998,0.986,0.998,0.986
22/06/2020,54.76,44704780,54.67,55.17,53.74,0.997,0.993,0.997,0.993
25/06/2020,51.93,51129610,52.56,52.7,50.54,1,0.997,1,0.997
14/07/2020,54.72,54890110,53.3,54.86,52.26,0.997,0.997,0.997,0.997
15/07/2020,55.34,42360280,54.96,55.37,53.59,0.97,0.993,0.97,0.993
16/07/2020,54.92,36887080,54.68,55.15,53.74,0.989,0.992,0.989,0.992
21/07/2020,57,44800690,57.805,58.5,56.3173,0.997,0.993,0.997,0.993
28/07/2020,67.61,94181370,68.1,69.8,67.02,0.999,0.993,0.999,0.993
30/07/2020,78.2,80286890,75.37,78.96,75.07,0.999,0.993,0.999,0.993
04/08/2020,85.04,155676100,78.03,85.805,77.99,0.993,0.992,0.993,0.992
21/08/2020,83.81,48280320,83.29,84.41,82.23,1,0.992,1,0.992
24/08/2020,83.08,38036070,84.55,85.33,82.55,0.883,0.98,0.883,0.98
03/09/2020,82.54,87462690,87.84,88.47,81.59,-0.302,0.796,-0.302,0.796
08/09/2020,78.69,54955670,78.05,81.88,78,0.957,0.79,0.957,0.79
09/09/2020,81.91,54163880,81.4,82.44,79.28,0.92,0.779,0.92,0.779
11/09/2020,76.34,54762990,79.82,79.99,75.04,0.993,0.778,0.993,0.778
14/09/2020,77.9,47448680,76.8,78.82,76.26,0.999,0.779,0.999,0.779
22/09/2020,77.7,56044740,78.365,78.79,75.27,0.997,0.778,0.997,0.778
30/09/2020,81.99,51533660,81.75,82.94,80.66,0.999,0.795,0.999,0.795
01/10/2020,84.86,52177120,83.06,85.25,82.86,0.684,0.936,0.684,0.936
06/10/2020,84.48,52725430,86.21,87.25,83.54,0.996,0.941,0.996,0.941
08/10/2020,86.51,54240700,88.11,88.72,85.95,0.996,0.952,0.996,0.952
12/10/2020,84.29,47669700,83.65,85.13,83.12,-0.026,0.806,-0.026,0.806
14/10/2020,84.21,40446740,85.86,85.96,83.46,1,0.807,1,0.807
15/10/2020,83.13,33696410,83.4,84.7201,82.42,0.982,0.804,0.982,0.804
23/10/2020,81.96,46557680,80.93,81.99,79.33,0.963,0.799,0.963,0.799
27/10/2020,78.88,156669500,82,82.37,77.57,0.99,0.843,0.99,0.843
28/10/2020,76.4,76529910,78.73,78.96,75.76,0.974,0.84,0.974,0.84
09/11/2020,83.12,58580680,84.24,87.05,82.77,0.494,0.768,0.494,0.768
10/11/2020,77.99,67137200,81.93,82.13,77.63,0.999,0.915,0.999,0.915
16/11/2020,83.73,38640840,81.21,83.78,80.48,0.987,0.913,0.987,0.913
17/11/2020,83.36,29473510,83.93,84.81,82.91,0.999,0.915,0.999,0.915
02/12/2020,93.74,57988820,92.89,96.37,92.5253,0.998,0.92,0.998,0.92
03/12/2020,92.31,35859720,94.06,94.7,92.01,0.999,0.921,0.999,0.921
04/12/2020,94.04,45570270,92.58,94.58,90.63,0.998,0.925,0.998,0.925
