Date,Close/Last,Volume,Open,High,Low,Avg,7MA
21/06/2016,1.1818,211690640,1.194,1.1973,1.18,0.97,0.98
07/07/2016,1.2223,395044800,1.1992,1.2265,1.1938,0.992,0.98
28/07/2016,1.4045,220847800,1.4047,1.415,1.4003,0.884,0.975
11/08/2016,1.4925,668833600,1.4705,1.4988,1.4675,0.998,0.976
16/08/2016,1.565,287623520,1.5723,1.5748,1.5602,0.995,0.976
31/08/2016,1.5335,388270440,1.5438,1.548,1.529,0.918,0.964
13/09/2016,1.4968,470934400,1.515,1.5325,1.4883,0.984,0.963
14/09/2016,1.51,319212480,1.5003,1.515,1.4878,0.972,0.963
28/09/2016,1.6695,319770240,1.666,1.6708,1.6483,0.987,0.963
05/10/2016,1.7058,301787600,1.722,1.7395,1.7005,0.993,0.978
27/10/2016,1.767,388540040,1.8178,1.8213,1.7596,0.884,0.962
10/11/2016,1.6943,827492400,1.7873,1.7875,1.669,0.997,0.962
15/11/2016,2.1547,623836000,2.1073,2.1863,2.0983,0.001,0.831
16/11/2016,2.2908,987376000,2.1835,2.3139,2.1586,0.908,0.82
04/01/2017,2.6098,1197514400,2.585,2.6375,2.5383,0.942,0.816
05/01/2017,2.5435,983486400,2.6133,2.6455,2.5263,0.984,0.816
18/01/2017,2.5738,653419200,2.506,2.5808,2.4778,0.969,0.812
26/01/2017,2.7413,458380400,2.6975,2.7488,2.6675,0.66,0.78
27/01/2017,2.7942,471272400,2.7483,2.7973,2.7212,0.66,0.732
09/02/2017,2.9095,798053600,2.9715,2.9765,2.89,0.994,0.886
10/02/2017,2.8405,1649957600,2.9983,3.0175,2.815,0.884,0.878
08/03/2017,2.464,621000000,2.5175,2.5325,2.4618,0.99,0.879
15/03/2017,2.5638,614077600,2.5563,2.5747,2.508,0.982,0.881
24/03/2017,2.6868,439087200,2.7243,2.7323,2.6605,0.987,0.928
03/04/2017,2.7095,444970800,2.7238,2.7413,2.6855,0.97,0.972
05/04/2017,2.5008,746040000,2.5004,2.5593,2.4875,0.802,0.944
17/04/2017,2.4808,496577200,2.4003,2.481,2.395,0.977,0.942
08/05/2017,2.5693,364509960,2.6085,2.61,2.5578,0.994,0.957
09/05/2017,2.5735,746988000,2.575,2.6233,2.5665,0.988,0.957
10/05/2017,3.0323,2125258800,2.8573,3.0455,2.8505,0.976,0.956
15/05/2017,3.3578,1083581600,3.239,3.3603,3.2345,0.875,0.94
30/05/2017,3.6218,987585600,3.5925,3.6573,3.5763,0.992,0.971
13/06/2017,3.785,1669565200,3.86,3.8693,3.6413,0.994,0.974
19/06/2017,3.933,773330000,3.8353,3.9383,3.8315,0.997,0.974
27/06/2017,3.6645,997923200,3.786,3.7948,3.6587,0.988,0.974
05/07/2017,3.5763,818977600,3.5475,3.6055,3.5282,0.99,0.976
27/07/2017,4.0435,762868800,4.2068,4.2185,3.939,0.66,0.945
31/07/2017,4.0628,558067600,4.1235,4.16,4.0155,0.986,0.944
10/08/2017,4.1185,1262090400,4.304,4.3165,4.1083,0.997,0.945
17/08/2017,4.0368,521602000,4.1203,4.1375,4.0345,0.995,0.945
21/08/2017,3.9788,622507200,4.0623,4.0737,3.9343,0.993,0.944
24/08/2017,4.1298,468862000,4.1775,4.182,4.103,0.869,0.927
26/09/2017,4.299,1112039200,4.4112,4.467,4.2588,0.993,0.928
27/09/2017,4.3933,710247600,4.3905,4.4068,4.3188,0.996,0.976
10/10/2017,4.7233,972713600,4.7858,4.8238,4.6815,0.993,0.977
26/10/2017,4.8923,320483720,4.8695,4.904,4.8453,0.882,0.96
31/10/2017,5.1703,410306400,5.1283,5.1973,5.1225,0.984,0.959
09/11/2017,5.133,950681200,5.1318,5.1583,5.0093,0.997,0.959
13/11/2017,5.3158,581084400,5.4035,5.4292,5.3003,0.991,0.977
15/11/2017,5.2495,500521200,5.2988,5.3,5.195,0.932,0.968
27/11/2017,5.3535,422309200,5.4328,5.434,5.3503,0.998,0.968
04/12/2017,4.6665,1238404000,5.0013,5.0075,4.6125,0.994,0.968
08/12/2017,4.7873,461277200,4.8503,4.8695,4.7788,0.991,0.984
13/12/2017,4.6545,552925600,4.8125,4.8138,4.647,0.995,0.985
15/12/2017,4.789,668722400,4.7063,4.8095,4.6405,0.869,0.967
08/01/2018,5.55,870543600,5.51,5.625,5.4645,0.993,0.967
10/01/2018,5.592,578704400,5.455,5.5955,5.4,0.996,0.977
25/01/2018,5.9088,408777600,5.95,5.9938,5.8938,0.66,0.928
30/01/2018,6.068,569105600,6.0278,6.1605,5.9603,0.869,0.91
31/01/2018,6.145,476284000,6.1443,6.2318,6.1113,0.997,0.911
05/02/2018,5.3425,1159056800,5.675,5.8308,5.125,0.995,0.911
08/02/2018,5.438,1083742400,5.847,5.8805,5.4378,0.996,0.929
01/03/2018,5.8053,1039240400,6.0478,6.1023,5.7031,0.961,0.925
13/03/2018,6.1928,618155600,6.2873,6.3625,6.151,0.869,0.907
19/03/2018,6.025,708196800,6.2045,6.2338,5.925,0.995,0.955
27/03/2018,5.638,1404797600,6.1938,6.25,5.4961,0.991,0.972
19/04/2018,5.726,470520800,5.7936,5.8275,5.67,0.66,0.924
01/05/2018,5.6785,252120280,5.6143,5.6813,5.555,0.869,0.906
02/05/2018,5.6578,267552080,5.675,5.72,5.6313,0.802,0.878
10/05/2018,6.5033,955839200,6.448,6.5125,6.43,0.998,0.883
16/05/2018,6.1502,551934000,6.1,6.213,6.0628,0.998,0.902
23/05/2018,6.1885,441956800,6.007,6.1898,6.0063,0.869,0.884
30/05/2018,6.3248,389699080,6.2488,6.3335,6.2238,0.999,0.885
04/06/2018,6.6213,640728400,6.475,6.6435,6.4425,0.996,0.933
25/06/2018,5.978,665027600,6.1663,6.17,5.8885,0.991,0.95
19/07/2018,6.3008,233745640,6.2735,6.3347,6.2583,0.66,0.93
13/08/2018,6.403,373639560,6.3785,6.525,6.3768,0.999,0.93
16/08/2018,6.436,771376400,6.5475,6.55,6.3753,0.998,0.93
20/08/2018,6.196,853098400,6.0795,6.33,5.968,0.998,0.949
23/08/2018,6.671,719315200,6.5315,6.737,6.5175,0.869,0.93
04/09/2018,7.0925,391460120,7.0038,7.1305,6.975,0.997,0.93
10/09/2018,6.8683,219992400,6.8193,6.8983,6.775,0.997,0.931
13/09/2018,6.7835,304825840,6.7715,6.875,6.754,0.998,0.979
10/10/2018,6.1423,678831600,6.5315,6.5778,6.14,0.995,0.979
18/10/2018,5.9883,522657600,6.1465,6.1852,5.9273,0.998,0.979
25/10/2018,5.196,948296800,4.8868,5.2438,4.842,0.995,0.978
01/11/2018,5.4528,561972400,5.3075,5.4623,5.1798,0.66,0.949
12/11/2018,4.7385,614868000,5.0495,5.0718,4.7165,0.988,0.947
15/11/2018,5.0598,742249200,4.9238,5.1325,4.8875,0.998,0.947
20/11/2018,3.727,1689650400,3.3515,3.8565,3.3328,0.869,0.929
21/11/2018,3.6178,1024592000,3.8655,3.8825,3.5903,0.995,0.929
03/12/2018,4.251,889212800,4.315,4.367,4.1835,0.994,0.928
04/12/2018,3.9278,809523600,4.206,4.211,3.9125,0.998,0.929
11/12/2018,3.7048,669636400,3.889,3.8972,3.625,0.869,0.959
24/12/2018,3.177,463839200,3.1623,3.2495,3.1125,-0.75,0.71
27/12/2018,3.2792,636201200,3.2748,3.3095,3.1295,-0.832,0.449
28/12/2018,3.3413,627854800,3.3,3.4347,3.2578,0.949,0.46
03/01/2019,3.1997,694202000,3.3447,3.379,3.1923,-0.75,0.211
04/01/2019,3.4047,584818000,3.2735,3.4432,3.2425,-0.952,-0.067
07/01/2019,3.585,704975200,3.4625,3.6222,3.4108,0.998,-0.057
08/01/2019,3.4958,782858400,3.6673,3.6695,3.4225,-0.052,0.043
11/01/2019,3.7208,874064400,3.6083,3.7438,3.5803,-0.851,0.04
16/01/2019,3.721,468988400,3.7743,3.8075,3.7154,0.963,0.284
18/01/2019,3.9233,650003600,3.8432,3.9495,3.7913,-0.468,0.353
23/01/2019,3.7323,587553600,3.775,3.8645,3.7008,0.625,0.3
24/01/2019,3.946,703780800,3.8175,3.9638,3.8127,0.572,0.389
25/01/2019,4.0038,1153882000,3.886,4.022,3.7825,-0.676,0.414
28/01/2019,3.4503,2509201600,3.4138,3.541,3.275,0.082,0.291
31/01/2019,3.5938,840365600,3.4315,3.6298,3.4096,0.57,0.235
01/02/2019,3.6182,623660000,3.6125,3.6698,3.5645,0.113,0.318
04/02/2019,3.7295,527104800,3.6343,3.767,3.612,0.942,0.368
05/02/2019,3.7487,541231600,3.7415,3.7858,3.7075,-0.832,0.168
06/02/2019,3.825,701740800,3.7822,3.89,3.7767,0.827,0.382
07/02/2019,3.6855,635802000,3.7782,3.7805,3.6423,0.94,0.505
08/02/2019,3.7043,460099600,3.6178,3.715,3.6033,0.823,0.541
11/02/2019,3.6612,493203200,3.6597,3.7145,3.6125,0.995,0.442
14/02/2019,3.8633,779676400,3.821,3.8916,3.7775,0.76,0.416
15/02/2019,3.9335,1515186800,4.0737,4.0968,3.9105,0.018,0.537
20/02/2019,3.9638,529127600,3.9455,4.0315,3.9343,0.995,0.341
22/02/2019,3.9798,400436800,3.9465,3.9987,3.9328,0.995,0.366
05/03/2019,3.913,362023000,3.9038,3.9514,3.849,0.869,0.576
11/03/2019,4.0285,851726800,3.7898,4.0515,3.7423,1,0.577
18/03/2019,4.2237,483638000,4.277,4.3312,4.1964,0.996,0.61
19/03/2019,4.3928,849578400,4.319,4.4375,4.302,0.996,0.75
01/04/2019,4.557,480444000,4.5815,4.5875,4.5094,0.947,0.971
08/04/2019,4.7947,423474400,4.743,4.82,4.7188,1,0.972
15/04/2019,4.6175,439496000,4.7425,4.7475,4.5775,0.996,0.972
23/04/2019,4.7668,331115600,4.725,4.7983,4.7153,0.997,0.99
02/05/2019,4.5797,394685400,4.5215,4.6218,4.4779,0.382,0.902
08/05/2019,4.348,419166000,4.3,4.4288,4.288,0.802,0.874
09/05/2019,4.2548,660246400,4.2785,4.2883,4.135,0.998,0.875
16/05/2019,4.0048,781088000,3.984,4.0476,3.9413,0.999,0.882
22/05/2019,3.805,325869600,3.8375,3.8638,3.794,0.869,0.863
28/05/2019,3.5833,428354000,3.6465,3.6795,3.5813,0.995,0.863
05/06/2019,3.532,511615600,3.6493,3.6547,3.4955,0.98,0.949
06/06/2019,3.5945,408138400,3.5362,3.6193,3.5337,0.989,0.975
10/06/2019,3.7108,402780800,3.694,3.7797,3.694,0.996,0.975
11/06/2019,3.7688,383870040,3.771,3.809,3.729,0.991,0.974
17/06/2019,3.6258,276041480,3.6143,3.663,3.5913,0.959,0.987
02/07/2019,4.0557,400227600,4.1375,4.1587,4.0425,0.999,0.987
29/07/2019,4.3705,248161960,4.3695,4.3867,4.2818,0.996,0.987
01/08/2019,4.123,421212400,4.2285,4.3195,4.0705,0.382,0.902
13/08/2019,3.9013,360512440,3.7847,3.9475,3.7455,0.999,0.903
15/08/2019,3.7193,554462000,3.7708,3.7908,3.6849,0.998,0.903
19/08/2019,4.2695,816322400,4.103,4.2855,4.0868,0.998,0.904
22/08/2019,4.287,303756720,4.2905,4.3333,4.2476,0.869,0.892
26/08/2019,4.1362,318594160,4.1403,4.1645,4.0978,0.993,0.891
04/09/2019,4.219,228120360,4.1653,4.2265,4.1653,0.997,0.891
21/10/2019,4.9002,266967240,4.824,4.9138,4.805,0.997,0.979
28/10/2019,5.1698,330791640,5.1575,5.2225,5.1279,0.995,0.978
29/10/2019,5.073,211236800,5.1558,5.1623,5.0535,0.999,0.978
31/10/2019,5.0255,209732600,5.054,5.075,4.9453,0.382,0.89
05/11/2019,5.2403,300868480,5.2623,5.2885,5.192,0.985,0.907
06/11/2019,5.1908,269013400,5.216,5.2417,5.1028,0.992,0.907
14/11/2019,5.2447,527006800,5.2233,5.247,5.1629,0.998,0.907
18/11/2019,5.307,575318400,5.0972,5.3338,5.0943,0.993,0.906
19/11/2019,5.1998,415380400,5.2758,5.2995,5.1413,0.908,0.894
17/12/2019,5.7073,323263920,5.6475,5.73,5.638,0.869,0.875
18/12/2019,5.7378,344278760,5.7423,5.7985,5.7338,0.99,0.962
02/01/2020,5.9977,237678760,5.9688,5.9977,5.918,0.869,0.946
06/01/2020,5.9265,262912480,5.808,5.9318,5.7818,0.992,0.946
30/01/2020,6.1453,290503600,6.0403,6.1588,5.985,0.382,0.858
13/02/2020,6.7695,528015200,6.7553,6.837,6.7278,0.998,0.858
18/02/2020,7.4143,621881200,7.1411,7.4328,7.1215,0.869,0.853
09/03/2020,6.136,614158400,5.9975,6.485,5.9545,0.128,0.747
02/04/2020,6.3868,675764400,6.106,6.4,6.0578,0.997,0.748
14/04/2020,7.0987,530946800,6.875,7.133,6.8472,0.997,0.766
16/04/2020,7.3675,745620400,7.177,7.475,7.1638,0.987,0.765
24/04/2020,7.2397,352645480,7.09,7.2418,7.015,0.946,0.846
27/04/2020,7.427,479388000,7.3748,7.5875,7.35,0.992,0.845
30/04/2020,7.307,375917720,7.4073,7.4615,7.293,0.382,0.776
12/05/2020,7.8025,493059200,8.1235,8.1725,7.7927,0.997,0.9
13/05/2020,7.78,625850000,7.9175,8.0785,7.5948,0.966,0.895
14/05/2020,8.0305,602312400,7.8416,8.036,7.6875,0.984,0.893
21/05/2020,8.7752,761069600,9.0515,9.0524,8.7375,0.999,0.895
22/05/2020,9.0263,1038765200,8.8253,9.093,8.7133,0.757,0.868
26/05/2020,8.7178,770779200,9.1568,9.1817,8.672,0.802,0.841
22/06/2020,9.5267,398466480,9.3,9.5313,9.2733,0.992,0.928
23/06/2020,9.45,375107400,9.551,9.6425,9.4075,0.951,0.922
25/06/2020,9.49,376072000,9.3558,9.505,9.1823,0.869,0.908
10/07/2020,10.4793,497674800,10.5888,10.6553,10.3788,0.065,0.776
13/07/2020,10.0523,457074800,10.595,10.7922,10.025,0.969,0.772
21/07/2020,10.3285,277666840,10.513,10.5599,10.2868,0.879,0.79
30/07/2020,10.614,308880160,10.375,10.623,10.2953,0.382,0.73
07/08/2020,11.1995,342515960,11.3125,11.5048,11.0375,0.989,0.729
11/08/2020,10.85,354510520,11.0738,11.1368,10.7958,0.859,0.716
13/08/2020,11.443,374459560,11.546,11.7218,11.3558,0.869,0.716
17/08/2020,12.337,621300800,11.8513,12.4098,11.8172,0.961,0.844
19/08/2020,12.1385,622622400,12.2965,12.315,12.098,0.996,0.848
31/08/2020,13.3745,500841200,13.1828,13.575,13.0378,0.869,0.846
01/09/2020,13.821,512474000,13.48,13.9938,13.4365,0.999,0.935
03/09/2020,13.0155,945126000,13.8286,13.8845,12.8788,-0.302,0.75
08/09/2020,11.913,795729600,11.7345,12.55,11.7043,0.649,0.738
09/09/2020,12.715,736198400,12.4,12.8093,12.2318,0.92,0.732
14/09/2020,12.8723,1201744800,13.081,13.315,12.6311,0.726,0.712
15/09/2020,12.991,727556400,13.28,13.2988,12.8278,-0.902,0.441
17/09/2020,12.4635,792511600,12.1322,12.5898,12.0348,0.983,0.624
18/09/2020,12.1893,698462000,12.5938,12.6325,11.9888,0.511,0.555
22/09/2020,12.6378,646452000,12.575,12.648,12.1556,0.998,0.605
02/10/2020,13.0623,552496000,13.225,13.5195,13.051,0.994,0.616
05/10/2020,13.6425,479818400,13.236,13.6443,13.2228,0.99,0.614
15/10/2020,13.97,267225120,13.8107,14.0058,13.7678,0.993,0.652
21/10/2020,13.5248,219597320,13.625,13.7915,13.4775,0.993,0.923
23/10/2020,13.5903,233484280,13.45,13.5933,13.2913,0.963,0.92
28/10/2020,12.627,376518080,13.198,13.26,12.609,0.382,0.902
09/11/2020,13.6308,582978000,14.5525,14.6915,13.6107,0.97,0.898
10/11/2020,12.77,644067200,13.6065,13.6065,12.6283,0.997,0.898
16/11/2020,13.5153,413774800,13.1725,13.6495,13.156,0.997,0.899
17/11/2020,13.4223,312027960,13.5525,13.5963,13.3039,0.995,0.9
18/11/2020,13.4288,510925200,13.4653,13.6058,13.185,0.996,0.9
24/11/2020,12.9577,346499960,13.1425,13.162,12.885,0.925,0.895
30/11/2020,13.4015,286952000,13.265,13.4125,12.9724,0.999,0.987
01/12/2020,13.39,297571280,13.4923,13.5288,13.2283,0.995,0.987
17/12/2020,13.3413,231383880,13.3668,13.3795,13.1785,0.932,0.977
21/12/2020,13.3323,302332160,13.0748,13.37,12.9675,1,0.978
28/12/2020,12.9,212565640,13.0625,13.0625,12.7632,0,0.836
31/12/2020,13.055,192424400,13.1365,13.1511,12.915,1,0.846
05/01/2021,13.4048,322759920,13.0998,13.4435,13.087,1,0.847
08/01/2021,13.2768,292528600,13.3625,13.421,13.042,0.772,0.814
11/01/2021,13.6215,519028800,13.4188,13.961,13.3625,0.992,0.822
12/01/2021,13.4848,291477720,13.7525,13.7545,13.345,0.998,0.822
13/01/2021,13.5318,210028440,13.49,13.625,13.385,0.912,0.952
14/01/2021,13.2003,283120280,13.575,13.5998,13.1805,0.993,0.951
15/01/2021,12.8595,277781280,13.228,13.3253,12.8485,0.856,0.931
19/01/2021,13.0253,226186880,13.0162,13.094,12.844,0.999,0.963
21/01/2021,13.8675,338339600,13.4186,13.9994,13.253,0.915,0.952
29/01/2021,12.9898,271552040,13.075,13.3348,12.9115,0.995,0.953
02/02/2021,13.5568,220438280,13.3988,13.572,13.2855,0.852,0.932
03/02/2021,13.5305,245409280,13.636,13.9318,13.5165,0.878,0.927
04/02/2021,13.6643,201338480,13.531,13.6735,13.3379,0.999,0.928
08/02/2021,14.4387,434622800,13.7272,14.4738,13.7272,0.527,0.881
09/02/2021,14.2632,287560120,14.3406,14.5833,14.2225,0.45,0.802
11/02/2021,15.2508,450827600,14.9803,15.2723,14.925,0.406,0.73
16/02/2021,15.3303,321959520,15.0643,15.3725,14.95,0.926,0.739
17/02/2021,14.906,275698680,15.171,15.2235,14.78,0.938,0.748
18/02/2021,14.829,234080800,14.729,14.8732,14.575,0,0.605
19/02/2021,14.9265,271724120,15.0245,15.177,14.8467,1,0.673
22/02/2021,14.3558,325885560,14.7748,15.1333,14.325,0.888,0.739
23/02/2021,14.142,391779320,14.0753,14.2388,13.3895,0.701,0.707
24/02/2021,14.499,448319200,14.1228,14.5068,13.756,0.998,0.716
25/02/2021,13.3075,824436000,14.0454,14.3748,13.2163,-0.259,0.679
26/02/2021,13.7145,500930400,13.7525,13.8545,13.361,0.702,0.636
01/03/2021,13.8417,353183000,13.875,13.925,13.5532,0.615,0.613
02/03/2021,13.4063,264114120,13.9,13.9205,13.396,1,0.664
04/03/2021,12.3703,573345200,12.8008,12.975,12.0838,0.81,0.652
05/03/2021,12.4615,542838800,12.55,12.55,11.6793,0.128,0.571
08/03/2021,11.5933,543111600,12.45,12.4713,11.5665,0.955,0.635
09/03/2021,12.5203,521825600,12.1303,12.6168,12.0593,0.76,0.643
10/03/2021,12.4683,384376560,12.8405,12.98,12.4575,0.765,0.665
11/03/2021,12.9935,299914280,12.95,13.0463,12.7345,0.878,0.647
12/03/2021,12.856,243963960,12.6483,12.8888,12.59,0.996,0.674
15/03/2021,13.1913,222520440,12.8648,13.2068,12.7671,0.764,0.645
16/03/2021,13.2913,272129600,13.3565,13.5125,13.1168,0.855,0.658
17/03/2021,13.3413,243864200,13.0398,13.4533,12.9895,0,0.549
18/03/2021,12.7225,294188080,13.1365,13.184,12.717,0.383,0.478
19/03/2021,12.8458,299206960,12.75,12.9215,12.6125,0.806,0.451
22/03/2021,13.1863,297803080,12.9128,13.3945,12.9068,0.733,0.667
23/03/2021,13.0708,222046080,13.2542,13.3445,13.0213,0.651,0.638
24/03/2021,12.643,245838520,13.1512,13.1591,12.6368,0.561,0.718
25/03/2021,12.5353,295144560,12.4995,12.7148,12.272,0.4,0.72
26/03/2021,12.8393,363968960,12.5545,12.8563,12.3735,0.845,0.726
29/03/2021,12.9483,273519880,12.8203,13.0625,12.7,0.995,0.726
30/03/2021,12.8718,200202480,12.842,12.9753,12.705,0.646,0.725
31/03/2021,13.3483,314777520,13.0155,13.4705,12.9825,0.846,0.766
01/04/2021,13.8118,308274600,13.5723,13.87,13.5113,0.777,0.82
05/04/2021,13.9875,255671400,13.8675,14.014,13.733,0.283,0.582
06/04/2021,13.8615,191745960,13.9997,14.0541,13.7736,0.601,0.526
07/04/2021,14.1435,251284360,13.8808,14.2435,13.7115,0.66,0.528
08/04/2021,14.317,244414920,14.2528,14.4715,14.2489,0.748,0.514
09/04/2021,14.4,195170880,14.214,14.408,14.175,0.725,0.507
12/04/2021,15.209,869322000,14.2898,15.3525,14.1393,0.805,0.607
13/04/2021,15.6795,676212000,15.2315,15.7,15.1258,0.381,0.576
14/04/2021,15.277,385501920,15.625,15.7205,15.2275,0.301,0.524
15/04/2021,16.1373,598480800,15.6625,16.2142,15.6315,0.289,0.459
16/04/2021,15.9125,335207560,16.0531,16.1657,15.8653,0.567,0.436
19/04/2021,15.3618,404418000,15.5365,15.8075,15.233,0.609,0.443
20/04/2021,15.1713,334133040,15.3233,15.497,14.963,0.45,0.452
21/04/2021,15.3605,216777040,15.1188,15.3625,15.1023,0.661,0.504
22/04/2021,14.8503,277786280,15.375,15.4386,14.7835,0.726,0.566
23/04/2021,15.2653,227772200,14.9344,15.3349,14.9003,0.556,0.565
26/04/2021,15.478,197797080,15.1851,15.479,15.125,0.665,0.421
27/04/2021,15.3818,164573000,15.5785,15.6705,15.3545,0.709,0.458
28/04/2021,15.2768,209416200,15.3645,15.5322,15.2155,0.773,0.474
29/04/2021,15.3248,173196480,15.4,15.4365,15.0715,0.524,0.445
30/04/2021,15.0095,201910080,15.1745,15.365,14.997,0.901,0.494
03/05/2021,14.8368,203911840,15.125,15.2468,14.7875,0.487,0.576
04/05/2021,14.3513,405324800,14.6373,14.6375,14.0103,0.521,0.549
05/05/2021,14.4585,292023040,14.709,14.8135,14.3875,0.863,0.562
06/05/2021,14.523,193380920,14.4952,14.5713,14.2181,0.936,0.621
07/05/2021,14.8123,229327320,14.8083,14.9708,14.6717,0.997,0.635
10/05/2021,14.2658,268903800,14.7873,14.806,14.25,0.961,0.771
11/05/2021,14.3063,285585360,13.825,14.3548,13.75,0.452,0.766
12/05/2021,13.7585,303409320,14.0095,14.2602,13.7093,0.563,0.772
13/05/2021,13.6653,285727480,14.0338,14.0808,13.459,0.905,0.778
14/05/2021,14.243,258615000,13.89,14.3281,13.7485,0.666,0.739
17/05/2021,14.1655,216488840,14.157,14.1693,13.8535,0.924,0.751
18/05/2021,14.0158,186254240,14.267,14.4042,14.004,0.818,0.73
19/05/2021,14.0658,343999360,13.5665,14.0795,13.5433,0.799,0.78
20/05/2021,14.6125,321591920,14.3025,14.6838,14.2705,0.693,0.799
21/05/2021,14.9918,672992000,15.1638,15.222,14.8694,0.794,0.783
24/05/2021,15.612,554816400,15.2125,15.745,15.176,0.629,0.724
25/05/2021,15.6478,435406800,15.766,15.8185,15.4825,0.355,0.658
26/05/2021,15.7,370438640,15.7343,15.7938,15.5863,0.503,0.615
27/05/2021,15.488,581475200,15.6998,15.75,15.46,0.494,0.587
28/05/2021,16.2445,644535600,15.501,16.2775,15.501,0.643,0.565
01/06/2021,16.2645,472803200,16.27,16.3881,15.9033,0.754,0.592
02/06/2021,16.7783,594167600,16.2523,16.9189,16.2355,0.71,0.621
03/06/2021,16.9698,580006800,16.7007,17.259,16.583,0.505,0.623
04/06/2021,17.5783,617120400,17.1125,17.661,17.0955,0.625,0.62
07/06/2021,17.619,575754800,17.5711,17.8125,17.1928,0.795,0.688
08/06/2021,17.457,323846760,17.5273,17.6216,17.251,0.767,0.69
09/06/2021,17.3583,381657480,17.5158,17.575,17.2558,0.684,0.686
10/06/2021,17.425,287770440,17.35,17.492,17.176,0.921,0.746
11/06/2021,17.8253,416307600,17.4795,17.9392,17.4438,0.907,0.786
14/06/2021,18.0188,321374280,17.906,18.0395,17.6628,0.838,0.836
15/06/2021,17.7885,243030440,17.915,18.0162,17.728,0.998,0.869
16/06/2021,17.8103,307122600,17.7907,17.9547,17.5844,0.706,0.872
17/06/2021,18.6573,809654800,17.7746,18.835,17.7563,0.722,0.844
18/06/2021,18.6387,968854400,18.784,19.375,18.584,0.731,0.819
21/06/2021,18.4273,672382000,18.4353,18.5365,17.8226,0.682,0.706
22/06/2021,18.8868,580145600,18.4715,18.9638,18.3859,0.657,0.68
23/06/2021,19.0573,332357040,19.0077,19.1528,18.9078,0.923,0.669
24/06/2021,19.2055,320922400,19.2278,19.42,19.0882,0.823,0.686
25/06/2021,19.031,278365920,19.2805,19.3455,18.8944,0.694,0.682
28/06/2021,19.985,495436400,19.3613,20.0787,19.319,0.676,0.737
29/06/2021,20.0268,367633840,19.8825,20.0988,19.6569,0.355,0.691
30/06/2021,20.0025,326566160,19.9991,20.1625,19.8638,0.771,0.707
01/07/2021,20.212,480134800,20.125,20.456,20.019,0.724,0.678
02/07/2021,20.487,343396680,20.4401,20.5053,20.2878,0.942,0.695
06/07/2021,20.6985,446707600,20.7375,20.842,20.3503,0.629,0.796
